14
0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.029967 0.578823 0.324737 0.043226 0.023247 0.000000 92
1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
2 0.192935 0.086957 0.101902 0.150815 0.028533 0.275815 0.000000 0.163043 0.000000 0.000000 0.000000 0.000000 26
3 0.026825 0.013321 0.074635 0.049453 0.188686 0.117518 0.064416 0.119161 0.032482 0.059489 0.075730 0.178285 179
4 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.538043 0.215580 0.028986 0.217391 0.000000 0.000000 8
5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.133895 0.388015 0.158801 0.059738 0.104494 0.155056 137
6 0.225018 0.006200 0.607586 0.000000 0.161196 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12
7 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.064920 0.542369 0.112832 0.065452 0.052088 0.162339 287
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
9 0.087270 0.533465 0.148622 0.119094 0.012467 0.099081 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 92
10 0.000000 0.000000 0.000000 0.000000 0.284787 0.047465 0.163286 0.504462 0.000000 0.000000 0.000000 0.000000 77
11 0.192536 0.603902 0.000000 0.000000 0.044953 0.158609 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20
12 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.213333 0.301091 0.175515 0.163152 0.045818 0.101091 174
13 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
14 0.000000 0.082380 0.255149 0.353547 0.048055 0.075515 0.000000 0.185355 0.000000 0.000000 0.000000 0.000000 27
15 0.039594 0.001721 0.058722 0.150918 0.130260 0.169281 0.048393 0.249617 0.005356 0.031752 0.054514 0.059870 105
16 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.253189 0.719333 0.027478 0.000000 0.000000 10
17 0.000000 0.000000 0.000000 0.000000 0.036527 0.023432 0.000000 0.623019 0.131633 0.086837 0.053756 0.044797 62
18 0.393399 0.002676 0.000000 0.000000 0.000892 0.603033 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 5
19 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.619205 0.335899 0.009891 0.035005 0.000000 0.000000 154
20 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.081812 0.309427 0.373309 0.072042 0.163410 0.000000 138
21 0.275896 0.130478 0.218127 0.174303 0.136205 0.064990 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 72
22 0.114928 0.082522 0.166549 0.042943 0.253852 0.231185 0.073490 0.034532 0.000000 0.000000 0.000000 0.000000 53
23 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.225056 0.264430 0.138255 0.051007 0.221924 0.099329 210
24 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
25 0.047256 0.490854 0.420732 0.024390 0.009909 0.006860 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 44
26 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
27 0.002574 0.093494 0.117716 0.005032 0.261058 0.058858 0.179265 0.091271 0.038264 0.014978 0.086122 0.051369 289
28 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 4
29 0.065606 0.297923 0.595582 0.018538 0.021825 0.000526 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 29
30 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
31 0.205195 0.400866 0.211688 0.042857 0.110390 0.029004 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 33
32 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.007304 0.136122 0.239708 0.211819 0.096946 0.308101 84
33 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0
